State,City,TotalPopulation,PercentMale,PercentFemale,MedianAge,PercentOver65,PercentWhite,PercentBlack,PercentHispanic,PercentAsian,MedianHouseholdIncome,MeanHouseholdIncome,MedianIncomeFemale,MedianIncomeMale,AverageHouseholdSize, AverageFamilySize ,EdElementaryPercent,EdHighSchoolPercent,EdAssociatePercent,EdBachelorsPercent,EdGraduatePercent,AvgLowTemp,AvgHighTemp,ElectionResults
OK,Choctaw,10963,47.3,52.7,41.6,18.1,89.2,1.9,1.6,1.4,59657,74402,36881,51050,2.61,3.02,1.7,29.7,9.9,11.4,11.5,50.8,72.2,red
OK,Claremore,18548,46,54,35.3,19.3,67.5,2.7,5.2,0.4,40102,52356,31256,42052,2.34,2.96,3.6,32.6,8.4,14,6.5,50.8,72.2,red
OK,DelCity,21429,44.3,55.7,33.5,16.9,62.5,23.5,8.2,1.5,40709,47459,29732,36386,2.55,3.21,3.3,34.1,10,9.1,2,50.8,72.2,red
OK,Duncan,23300,46.7,53.3,38.9,20.7,79.2,4,9.7,0.8,40580,54396,27474,40037,2.36,3.01,5.9,38.7,4.5,13.4,6,50.8,72.2,red
OK,Durant,15759,48.4,51.6,30.2,16.3,73.7,2.5,5.2,0.5,35135,44816,26197,34040,2.41,3.02,6.5,26.8,6.4,14.6,10.4,50.8,72.2,red
OK,Edmond,80048,48.8,51.2,35.1,13.4,80.6,7,4,3.5,69843,97864,40059,61082,2.6,3.06,1.2,16.5,4.4,32,19,50.8,72.2,red
OK,ElkCity,11716,53.9,46.1,32.5,13.3,84.5,3.1,9,0.2,48338,61213,27445,44663,2.7,3.49,5,38.8,6,12.5,4.5,50.8,72.2,red
OK,ElReno,16739,52.7,47.3,35.2,15.1,69.4,7.1,12.6,0.6,45689,54221,29838,37405,2.62,3.26,5.2,35.2,9.9,8.4,4,50.8,72.2,red
OK,Enid,48634,48.6,51.4,36.2,17.8,79.3,4.5,9.7,1,39343,55365,27556,39340,2.39,3.04,4.6,35.2,5,15.8,6.8,50.8,72.2,red
OK,Glenpool,10545,47,53,31.8,9.7,71.9,3.3,5,1.7,61814,70773,34259,43723,3.02,3.4,2.6,28.6,15.1,13.2,6.1,50.8,72.2,red
OK,Guthrie,10140,45.2,54.8,32.2,17,73.2,18,2.9,0.9,32359,45824,22493,31175,2.43,3.02,3.8,36.4,3.5,11.7,4.7,50.8,72.2,red
OK,Guymon,11145,51,49,31,13,45.3,2.5,48.3,5,46010,65407,27481,31378,2.79,3.32,16.7,27.8,4.1,14.6,3.4,50.8,72.2,red
OK,Jenks,16098,48.9,51.1,33.6,11,81.2,4.7,4.5,2.6,81051,89998,42463,62254,2.89,3.19,0.8,18.7,8.8,29.4,16.1,50.8,72.2,red
OK,Lawton,95391,52,48,29.7,11.4,54.2,25,12.2,2.7,43633,54208,29469,35508,2.49,3.03,3,34.3,7.1,12.9,7,50.8,72.2,red
OK,McAlester,18369,53.4,46.6,39,18.5,68.4,8.4,5.8,0.8,40363,54589,30489,46587,2.18,2.79,6.4,34.6,7.4,11.2,5.7,50.8,72.2,red
OK,Miami,13583,46.8,53.2,35.8,20.7,67.4,2,3.6,0.8,34561,43240,25320,32699,2.46,3.07,3.8,34.4,10.6,9.3,5.2,50.8,72.2,red
OK,MidwestCity,54268,47.7,52.3,36,16.6,62.7,22.9,4.9,1.9,43956,53979,31329,41048,2.34,3.02,2.9,30.4,8.2,14.3,5.8,50.8,72.2,red
OK,Moore,53845,48.8,51.2,32.5,11.2,73.9,6.3,10.6,1.8,56601,65908,34229,43178,2.69,3.15,2.5,32.7,8.9,16.3,5.1,50.8,72.2,red
OK,Muskogee,39073,47.2,52.8,37.6,20.3,58.6,18.8,7.1,1.1,33196,44924,29926,35730,2.36,3.09,5.6,31.3,8.6,11.1,6.5,50.8,72.2,red
OK,Mustang,17041,48.8,51.2,33.2,12.8,85.3,2.6,5.7,0.5,63306,75014,34752,49957,2.75,3.15,2.1,29.5,7.6,15.2,5.2,50.8,72.2,red
OK,Norman,109821,49.8,50.2,29.7,12.9,77.2,6,5.4,3.2,46595,67493,34676,45602,2.38,2.99,1.7,20.6,6.3,24.5,18.7,50.8,72.2,red
OK,OklahomaCity,572742,49.3,50.7,34,13.9,57.1,16.5,16.8,3.9,44973,62892,33125,40858,2.5,3.16,6.5,25.9,5.9,18.5,9.3,50.8,72.2,red
OK,Okmulgee,12292,48.4,51.6,35.5,18.3,49.7,22.1,2.9,0.3,32636,39774,28228,34489,2.35,2.96,3.6,34.5,11.4,10.4,3.7,50.8,72.2,red
OK,Owasso,28043,49.8,50.2,32.8,11.1,77.1,3.8,5.9,2,66572,75261,39168,56659,2.75,3.2,1.8,24.4,11.2,22.5,8.3,50.8,72.2,red
OK,PoncaCity,25310,48.9,51.1,38.3,19.3,75.8,4,7.6,0.9,39711,54007,27210,41139,2.42,3,4,33,9,14.7,6.4,50.8,72.2,red
OK,SandSprings,19046,48.2,51.8,36.2,16.2,77,2.6,3.8,0.4,52791,62756,33696,42387,2.55,3.08,2,32.5,8.5,15.5,5.8,50.8,72.2,red
OK,Sapulpa,20504,47.6,52.4,40.6,19.7,78.2,4.7,4.1,0.4,39542,54139,27500,44187,2.42,3.08,4.8,35.7,6.3,13.1,4.2,50.8,72.2,red
OK,Shawnee,29901,47.5,52.5,33,16.2,70.7,6.1,4.6,0.5,35871,49146,25299,39159,2.5,3.08,3.8,33.4,6.4,14.6,5.8,50.8,72.2,red
OK,Stillwater,44985,50.5,49.5,24,9.6,77.2,5.2,4.1,6,30133,46606,32541,38722,2.17,2.89,2.5,16.4,6.8,26.3,21.7,50.8,72.2,red
OK,Tahlequah,15721,48.3,51.7,26.8,14.2,48.3,2.9,11.7,0.3,25166,36065,26702,28313,2.5,3.39,4.4,21.7,4.7,18.2,14.4,50.8,72.2,red
OK,Tulsa,390704,48.4,51.6,35,15.5,58.9,17.3,13.6,2.3,40268,62246,32167,39172,2.32,3.06,5.4,26.3,7.3,19.6,9.9,50.8,72.2,red
OK,WarrAcres,10039,48.7,51.3,36.9,17.2,63.1,13.2,13.3,2,40941,51274,31820,36116,2.5,3.1,5,27.2,7.3,15.8,5.5,50.8,72.2,red
OK,Weatherford,10678,48.7,51.3,24.2,10.6,78.4,2.9,8.6,1.5,39633,53889,26944,41424,2.38,3.02,3.8,19.3,7,21.2,12,50.8,72.2,red
OK,Woodward,12075,50.3,49.7,33.4,15,79.1,0.1,13.7,0.9,50028,59214,25957,49756,2.45,3.06,6.4,35,3.3,14,2.8,50.8,72.2,red
OK,Yukon,22637,47.2,52.8,37.7,17.2,83.7,1.6,5.9,2.7,59803,71424,34717,49836,2.57,2.97,2.1,28.8,7.7,20.6,7.9,50.8,72.2,red
OR,Albany,49407,46.8,53.2,35.5,15.6,81.9,1.2,11.7,1.3,45980,55516,32466,45895,2.52,3.12,4,28.9,9.3,15,7,42.4,63.6,blue
OR,Ashland,20131,44.4,55.6,40,20.5,87,2.3,4.2,2.1,41334,61625,34202,50368,2.04,2.72,0.3,11.3,5,29.1,27,42.4,63.6,blue
OR,Beaverton,89160,49.6,50.4,35,12.4,67.5,2.5,15.7,12.2,55115,72534,38455,52617,2.43,3.05,3.6,17.4,8.2,28.1,14.7,42.4,63.6,blue
OR,Bend,75841,49.1,50.9,37.5,16.3,87.3,1,8,1.7,52596,69888,35368,45182,2.32,2.84,2,19.4,10.3,24.7,11.8,42.4,63.6,blue
OR,Canby,15613,47.6,52.4,35.2,15.9,71.2,0.4,24.4,2.3,59873,71823,39523,47542,2.9,3.37,8.7,26.2,8,18.2,5.7,42.4,63.6,blue
OR,CentralPoint,16787,50.3,49.7,34.5,17.9,86.5,1.8,9.7,0.7,48292,57322,32185,35786,2.57,3.03,3.8,30,8.3,12.2,6.2,42.4,63.6,blue
OR,CoosBay,15923,50.1,49.9,38.8,22.8,82.1,2.4,10.3,1.7,36751,47195,26323,40216,2.28,2.89,3.5,28,8.1,17.2,6.8,42.4,63.6,blue
OR,Cornelius,11706,46.6,53.4,29.9,9.8,45.3,0.5,49.3,1.3,48778,57816,26633,38088,3.62,4.02,22,24.5,7.2,9.3,3.8,42.4,63.6,blue
OR,Corvallis,54018,49.8,50.2,25.8,12.1,79.8,1.9,7.4,7.6,36328,55703,36239,47114,2.3,2.93,2.1,13.6,6,25.8,26.1,42.4,63.6,blue
OR,Dallas,14496,49.1,50.9,37.2,20.1,90.1,0.7,4.1,1.1,49209,54756,29635,45613,2.53,3.08,2.6,33.7,9.8,13.7,4.7,42.4,63.6,blue
OR,Damascus,10412,50.8,49.2,44.3,18.2,88.1,0.4,3.8,5,83772,96206,38250,63196,2.95,3.22,2.1,26.5,8.9,16,8.7,42.4,63.6,blue
OR,Eugene,154935,49.1,50.9,34.1,15.8,81.8,2.6,7.7,4.3,41326,58247,35236,44342,2.25,2.9,2.5,19.1,7.6,23.1,17.3,42.4,63.6,blue
OR,ForestGrove,20908,46,54,31.4,13.5,68.3,1.7,27,1.1,49034,59408,34792,41239,2.78,3.36,8.8,28.7,5.5,13,7.1,42.4,63.6,blue
OR,Gladstone,11542,47.6,52.4,40.4,19.1,82.8,2.5,9.7,2.6,48876,63910,33395,48571,2.46,2.97,2.3,27.9,6.8,13.6,5.3,42.4,63.6,blue
OR,GrantsPass,34180,47.7,52.3,39.1,21.7,85.3,0.4,9.2,0.8,33710,48371,27604,40523,2.32,2.98,3.5,30.6,11.1,9.9,4.9,42.4,63.6,blue
OR,Gresham,103637,49.9,50.1,34.1,13.1,69.6,3.7,18.8,4.5,47852,57895,34049,41142,2.7,3.24,7.5,30.1,7.9,12.8,5.6,42.4,63.6,blue
OR,HappyValley,13170,51.7,48.3,34.4,9.7,76,2.6,3.6,13.1,100647,122923,56415,77019,3.36,3.57,1.8,17.1,9.1,30.8,15.2,42.4,63.6,blue
OR,Hermiston,16329,49.9,50.1,30.4,13.5,63.1,0.5,33.4,1.4,44023,52537,30335,39294,2.72,3.34,11.7,31.6,6.3,9.8,4.7,42.4,63.6,blue
OR,Hillsboro,89946,50.2,49.8,31.7,9.3,62.1,3,23.9,8,64197,74139,37970,52571,2.76,3.3,6.9,19.6,8.9,22.4,11.8,42.4,63.6,blue
OR,Keizer,36119,49.7,50.3,34.1,16,74.7,1.6,19.2,1.5,50902,62225,33311,40807,2.66,3.07,5.5,25,9,14.1,8.3,42.4,63.6,blue
OR,KlamathFalls,20881,48,52,34.4,12.9,79.2,1.7,11.3,1.8,33411,49566,29313,42358,2.3,2.94,3.9,27.6,10.2,14.6,8.6,42.4,63.6,blue
OR,LaGrande,12990,47.3,52.7,34.4,16.8,90.2,1.5,4,0.8,35831,45573,29060,38639,2.27,2.84,3.1,33.6,8.5,15.4,6.6,42.4,63.6,blue
OR,LakeOswego,36704,46.6,53.4,43.8,19.5,87.2,0.7,4,6.3,81669,117847,53840,89432,2.34,2.96,0.7,9.3,5.1,38.3,28.1,42.4,63.6,blue
OR,Lebanon,15305,48.6,51.4,34.9,17.9,89.8,1.8,4.4,0.8,43731,47907,30494,39112,2.54,3.16,1.8,35.9,9.4,11.3,2.8,42.4,63.6,blue
OR,McMinnville,31769,49.1,50.9,35,17.4,72.2,1.8,21.2,1.7,41782,58792,31152,39801,2.59,3.16,7.4,30.8,5.9,12.8,8.4,42.4,63.6,blue
OR,Medford,74438,48.2,51.8,37.9,19.2,81.7,1.2,12,1.6,41969,56242,31230,40934,2.38,2.96,3.6,28.8,7.6,14.6,7.4,42.4,63.6,blue
OR,Milwaukie,20414,48.3,51.7,39.3,16.8,87.2,3.4,3.7,2.8,52625,61152,37323,46098,2.27,2.89,1.7,26.7,9.6,17,6.3,42.4,63.6,blue
OR,Newberg,21786,48.4,51.6,33,14.7,82,1.4,12,1.3,53057,60706,35526,42780,2.67,3.11,5.7,25.5,8.5,17.5,8.1,42.4,63.6,blue
OR,Ontario,11307,49.9,50.1,34.1,18.7,58.8,1.6,36.8,1.8,34433,46606,28867,38170,2.52,3.1,9.5,28.5,7.4,9.9,8.4,42.4,63.6,blue
OR,OregonCity,31430,51,49,36.3,12.6,85.9,1.6,6.5,2.4,57618,66948,41195,50498,2.59,3.05,1.7,27.3,9.3,15.1,6,42.4,63.6,blue
OR,Pendleton,16665,54.6,45.4,37.6,15.8,84.3,3,7.3,1.3,44948,58277,29942,39463,2.41,3.13,3.3,28.3,12.5,11.8,8.3,42.4,63.6,blue
OR,Portland,576543,49.3,50.7,35.9,13.2,72.4,7.8,9.2,7.2,50177,69269,40247,46472,2.27,3,4,19,6.3,25.5,16.5,42.4,63.6,blue
OR,Redmond,25677,47.3,52.7,32.6,14.2,84.2,0.8,12.4,0.7,42433,49881,30643,43110,2.63,3.1,2.3,32,9.2,11.1,5.2,42.4,63.6,blue
OR,Roseburg,21129,50.3,49.7,42.2,23.2,90.5,1,4,1,40119,49238,31241,40949,2.21,2.77,2.7,30.2,10.9,12.6,7.6,42.4,63.6,blue
OR,St.Helens,12706,48.2,51.8,32.7,11.4,86.1,1.4,7,0.4,52923,55933,29384,51935,2.64,3.15,3.5,32,8.3,11.5,5.5,42.4,63.6,blue
OR,Salem,153481,49.6,50.4,34.8,15.3,71.5,1.9,19.6,2.6,44226,59100,34751,41791,2.5,3.16,6.6,25.2,9.1,15.9,10,42.4,63.6,blue
OR,Sherwood,17636,48.2,51.8,33,8.6,83.2,1.7,7.6,4.7,79209,91683,47788,64884,2.95,3.33,1.6,17.1,8,29.7,12,42.4,63.6,blue
OR,Springfield,58916,48.4,51.6,34,14.2,81.5,1.9,11.5,1.2,37255,47632,30181,40267,2.44,2.96,4.2,31.3,8.6,9.6,5.3,42.4,63.6,blue
OR,TheDalles,13404,47.6,52.4,42.2,23.2,84.4,0.6,10.9,0.5,43623,56520,31761,45785,2.14,2.64,3.7,24.2,11.1,14.3,7.4,42.4,63.6,blue
OR,Tigard,47759,49.6,50.4,37.1,14.5,76.7,1.9,12.4,5.8,62521,83000,42918,54723,2.49,3.09,3.7,19.1,8.4,27.5,12.5,42.4,63.6,blue
OR,Troutdale,15674,49.2,50.8,34.3,9.6,78.8,4,10.6,5.2,62429,69681,39231,52147,2.83,3.2,1.8,25,9.5,17.4,4.7,42.4,63.6,blue
OR,Tualatin,25893,49.3,50.7,34.5,10.1,72.7,3.1,18.3,3.2,60818,77744,41316,57628,2.61,3.13,5.8,17.8,7.5,33.1,9.6,42.4,63.6,blue
OR,WestLinn,24917,50.9,49.1,43.5,14.2,89.4,0.9,3.6,3.5,92342,110869,51444,74541,2.54,3,0.3,10.8,6.7,35.7,20.5,42.4,63.6,blue
OR,Wilsonville,18845,47.8,52.2,35.4,15.1,80.7,1.6,11.8,2.5,55316,73965,44940,51107,2.33,3.04,3.1,19.3,6.3,28.1,12.9,42.4,63.6,blue
OR,Woodburn,23665,51.4,48.6,33.7,19.1,39.3,1,56.5,1.2,42717,50909,23626,32009,3.07,3.76,23,25.4,4.5,8.8,4.5,42.4,63.6,blue
PA,Allen,117386,47.8,52.2,32.4,13.8,46.3,14.8,40.1,1.8,35737,46412,29330,37440,2.6,3.25,9.1,34.7,7,10.3,6.1,47,64.7,blue
PA,Altoona,46662,47.4,52.6,38.7,19,93.3,4.2,1.2,0.8,35052,46118,29217,37979,2.34,2.97,2.5,48.4,8.2,11.3,3.9,47,64.7,blue
PA,Bethlehem,74965,47.8,52.2,34.9,18.5,66.7,9.1,23.8,2.7,45631,57853,34825,43385,2.34,3,5.7,32.9,7,15.9,11.2,47,64.7,blue
PA,Butler,13943,49.3,50.7,37.3,15.4,92.4,4.3,2.4,0.2,31955,41836,30711,38352,2.21,2.87,2.7,42,8.6,9.7,3.7,47,64.7,blue
PA,Chester,34336,45.7,54.3,30.4,14.1,14.9,77.5,8.1,0.5,27661,39086,30646,33125,2.61,3.43,7.7,44.8,5.7,6.1,3.3,47,64.7,blue
PA,Coatesville,12957,48.9,51.1,28.4,10.5,24.4,47.4,25,1.7,36526,50727,32350,36453,2.9,3.67,8.7,43.8,5.7,10.1,3.5,47,64.7,blue
PA,Easton,26945,52.5,47.5,32.1,12.2,58.6,20.7,19.7,1.7,39488,53310,31932,39643,2.45,3.03,7,35.4,4.5,12,6.5,47,64.7,blue
PA,Erie,101658,48.1,51.9,33.8,15.3,74.6,17.6,5.9,1.7,32445,44200,30109,37161,2.38,3.16,4.5,42.8,6.2,13.1,7,47,64.7,blue
PA,Greensburg,14975,45.2,54.8,42.5,21.2,90.9,5,1.3,1.2,40801,54730,35376,44317,1.95,2.65,1.5,34.6,8.5,23.4,9.7,47,64.7,blue
PA,Harrisburg,49499,46.1,53.9,33.7,13,26.4,56.1,15.6,2.9,32949,41833,33804,36851,2.25,3.11,5.4,39.6,5.1,11.5,6.2,47,64.7,blue
PA,Hazleton,25077,48.6,51.4,40,20,63.8,3.7,33.5,0.3,33964,46198,26056,37459,2.51,3.25,10.6,44.5,6.5,8.5,3.7,47,64.7,blue
PA,Hermitage,16164,45.2,54.8,50,30.4,95.6,2.5,1.2,0.7,49034,65983,30526,55385,2.14,2.74,3.1,35.8,7.4,21.2,8.2,47,64.7,blue
PA,Johns,21201,46.8,53.2,42.6,22.2,80.8,16.5,2,0.3,24849,32503,26610,33049,2.07,2.87,5.9,48.9,7.9,8.5,3.2,47,64.7,blue
PA,Lancaster,59263,49.1,50.9,30.3,11.3,43.7,19.2,37.4,2.6,33115,41906,29559,34416,2.47,3.27,9.7,39.5,5.2,10.4,5.7,47,64.7,blue
PA,Lebanon,25495,48.8,51.2,34.6,16.8,63.1,8.1,29.9,0.6,33120,41699,27600,34361,2.33,3,8.4,47.3,4.7,6.7,3.1,47,64.7,blue
PA,LowerBurrell,11845,47.3,52.7,46.8,26.6,96.9,0.6,0.9,1.3,48818,58799,35099,49426,2.34,2.85,2.1,41.1,13.1,14.1,7.4,47,64.7,blue
PA,McKeesport,20090,46.8,53.2,39.3,21.4,65.2,30,4.1,0.7,27098,36642,32370,35505,2.25,3.13,3.8,46.8,8.6,6,4.1,47,64.7,blue
PA,Meadville,13547,46.2,53.8,34.4,20.2,89.4,7.1,1.7,0.5,29167,43393,30893,32210,2.14,2.88,3.5,42.6,5,13.3,11,47,64.7,blue
PA,Nanticoke,10479,47.1,52.9,42.7,22.9,93.1,2.7,3.1,0.7,37331,45126,31917,38167,2.23,2.91,3.8,42.8,8.9,9.3,3.1,47,64.7,blue
PA,NewCastle,23570,46.2,53.8,41.1,21.8,83.4,14.2,1.7,0.1,30032,39987,27399,38114,2.37,2.98,5.6,46.1,7.5,10,3.9,47,64.7,blue
PA,NewKensington,13257,49.6,50.4,43.7,22.7,81.3,16.9,0.7,0.5,37184,48201,32969,43016,2.23,2.89,2.3,43.7,10.8,11.2,5.2,47,64.7,blue
PA,OilCity,10632,48.4,51.6,38.8,18.8,93.9,3.5,1.9,0.1,33318,40940,26546,33400,2.45,3.12,1.8,43.9,9.8,9.1,5.3,47,64.7,blue
PA,Philadelphia,1514456,47.1,52.9,33.5,15,37.1,45.1,12,6.3,36957,52473,37429,42098,2.53,3.5,6.2,35.2,5.4,13.2,9.4,47,64.7,blue
PA,Pittsburgh,307532,47.9,52.1,33.9,17.2,64.9,27.7,2.4,4.4,37161,56479,35553,42891,2.12,2.93,2.8,30.6,7.3,17.5,16.8,47,64.7,blue
PA,Pottsville,14429,47.6,52.4,40.4,20.3,92.5,4.9,1.2,0.6,34746,48153,29552,43041,2.34,2.97,4.3,51.2,7,9.3,6.1,47,64.7,blue
PA,Reading,87798,48.3,51.7,29.3,12,30.4,15.2,55.9,1.2,27416,36020,26444,31888,2.73,3.39,14.6,36.2,4.3,6.4,2.9,47,64.7,blue
PA,St.Marys,13206,49.3,50.7,45,22.5,97.7,0.7,1.2,0.2,45780,56027,27810,41633,2.33,2.82,3.5,51.2,7.6,13.5,5,47,64.7,blue
PA,Scranton,76081,47.5,52.5,38.2,20,83.1,6.4,8.1,2.2,36968,48120,29136,36303,2.35,3,5.6,40.7,7.5,12.4,6.8,47,64.7,blue
PA,Sharon,14263,46.4,53.6,39,18.7,81.9,15,0.4,1.2,32680,42901,27270,40451,2.32,3,3.3,44.1,7.5,10.6,6,47,64.7,blue
PA,Union,10566,47.9,52.1,41.1,18.2,78.5,19.4,1.5,0.1,30522,49980,28750,40954,2.34,3.22,5.8,43.5,6.7,11.1,6.1,47,64.7,blue
PA,Washington,13814,51.5,48.5,37.2,16.5,73.9,23.7,0.8,1,33184,42771,31320,33841,2.16,2.97,5.4,46.7,7.8,9.8,3.2,47,64.7,blue
PA,WilkesBarre,41557,48.5,51.5,34.6,18.8,73.9,14.1,10.9,1.7,30348,41065,28242,36796,2.29,3.04,5.2,41.3,8.1,10,4.7,47,64.7,blue
PA,Williamsport,29477,49.4,50.6,31.7,13.8,79.9,16.9,2.4,0.6,30662,43338,27625,36755,2.29,3.02,5.4,37.5,10.3,11.2,6.8,47,64.7,blue
PA,York,43727,47.7,52.3,30,11.5,42.8,30.2,26.7,2,29814,38628,27646,34875,2.64,3.29,8.9,45,6.2,7.1,3,47,64.7,blue
RI,CentralFalls,19360,49.5,50.5,29.8,11.3,29.4,14.4,60.3,0.2,32759,40526,22468,32307,2.84,3.37,30.4,28,4.2,4.6,2.1,42.5,60.5,blue
RI,Cranston,80473,49.4,50.6,40.3,18.2,77.4,5.5,10.9,4.6,58442,73245,41756,51364,2.48,3.15,5.2,30.2,7.9,18.4,10.7,42.5,60.5,blue
RI,EastProvidence,47265,46.7,53.3,42.4,22.2,82.2,8.6,4.5,1.7,49408,64519,39643,47092,2.26,3.02,9.5,31.1,6.7,14.7,8.9,42.5,60.5,blue
RI,Newport,24597,48.9,51.1,37.9,18,82.4,8.7,7,1,58080,78052,41245,51727,2.03,2.76,2.1,19.8,5.6,27.5,19.6,42.5,60.5,blue
RI,Pawtucket,71382,48.9,51.1,37.5,15.8,58.3,20.2,17.9,2,39628,51066,33097,39728,2.43,3.17,12.1,31.7,7.3,11.5,6.1,42.5,60.5,blue
RI,Providence,178130,48.1,51.9,28.4,10.5,38.1,17.3,38.4,6.4,38922,58737,34192,39827,2.63,3.37,14.9,23.3,5.2,16,13.1,42.5,60.5,blue
RI,Warwick,83172,47.5,52.5,43.5,21,91.1,2.3,2.9,2.6,59973,72341,40640,53777,2.32,3,2.2,32,9.5,18.8,9.8,42.5,60.5,blue
RI,Woonsocket,41476,46.7,53.3,36.7,16.5,77,6.8,11.4,5.6,39329,51021,34934,41108,2.43,3.11,11.5,34.6,6.7,9.5,4.3,42.5,60.5,blue
SC,Aiken,29107,47.6,52.4,44.5,25.9,66.3,28,2.7,2.6,52487,76087,37939,64176,2.19,2.78,3.6,19.2,6.3,26.7,17.8,52.3,75.3,red
SC,Anderson,26718,47.4,52.6,36,21.4,58.6,35.8,5,0.3,30166,44224,30079,33412,2.21,2.93,9.4,30.5,6.7,12.3,7.4,52.3,75.3,red
SC,Beaufort,12489,50.5,49.5,33.6,16.6,66.7,25.2,6.9,0.7,48969,69017,39884,39930,2.26,2.76,3.5,19.7,6.2,22.4,17.2,52.3,75.3,red
SC,Cayce,12417,48.7,51.3,37.6,21.2,70.1,23.3,4.1,1.3,41271,50155,34475,38135,2.24,2.84,2.2,31.9,9,14,6.9,52.3,75.3,red
SC,Charleston,118401,47.2,52.8,32.4,14.7,67,28,2.9,1.6,50938,72243,37443,46746,2.27,2.99,2.6,19.2,6.7,29.7,17,52.3,75.3,red
SC,Clemson,13733,52.7,47.3,26.8,15.6,79.4,10.1,1.8,7.5,35983,56416,34085,68523,2.31,2.82,1.1,11.5,5.3,29.5,36.3,52.3,75.3,red
SC,Columbia,128777,51,49,28.6,11.1,49.4,43.9,4,2.2,38995,62071,32150,39234,2.19,2.98,4.2,20.6,6.5,22.4,16.2,52.3,75.3,red
SC,Conway,16834,42.6,57.4,31.5,16.1,57,40.7,1.7,0.3,33540,52094,29176,31939,2.49,2.93,4.4,29.7,9.1,13.8,8.9,52.3,75.3,red
SC,Easley,19870,48.6,51.4,40.1,18.8,83.6,9.2,5,1,44683,58169,33125,41982,2.45,2.98,7,33.2,10,13.7,6.7,52.3,75.3,red
SC,Florence,36526,44.7,55.3,37.1,16.9,51.8,45,1.8,0.8,42719,64341,32388,44193,2.46,3.07,5.2,28.6,8.7,17.4,11.8,52.3,75.3,red
SC,ForestAcres,10427,45.2,54.8,41.5,23.6,75.6,19.4,3.3,1.1,52566,74028,42126,51883,2.11,2.88,0.6,12.5,8.2,31.3,24.5,52.3,75.3,red
SC,Gaffney,12452,43.2,56.8,38.8,21.3,46.2,48.3,4,0.9,28280,41153,25730,38847,2.39,3.44,9.9,39.7,2.8,11.5,4.1,52.3,75.3,red
SC,GooseCreek,35549,52.3,47.7,29.3,9.6,71.5,17.6,5.2,4.8,61524,68071,34033,40003,2.9,3.21,3.4,30.8,10.8,18.8,7,52.3,75.3,red
SC,Greenville,58741,49.3,50.7,33.6,14.7,61.3,32,4.5,1.4,40925,66816,34501,45948,2.14,3.03,5.1,22.3,5.6,24.3,14.9,52.3,75.3,red
SC,Greenwood,23108,43.4,56.6,32.6,16.6,45,46.2,7.7,0.7,30567,44286,29149,34799,2.49,3.23,9.4,32.5,7.4,12.4,5.9,52.3,75.3,red
SC,Greer,24730,49.2,50.8,34.6,14.9,64.8,16.9,16.7,1.3,42454,55783,33750,43989,2.41,3.16,7.5,29.6,8.1,18.4,7.4,52.3,75.3,red
SC,Hanahan,17522,53.5,46.5,34.4,11.7,62.8,20.6,9.8,4.4,49886,60263,33271,39274,2.58,3.11,5.9,27.3,8.9,16.3,7.2,52.3,75.3,red
SC,Mauldin,22327,46.5,53.5,37,13.8,68,20.8,6.6,3.6,55327,66807,39236,50110,2.48,3.08,2.6,24.6,10.9,21.7,13.5,52.3,75.3,red
SC,MyrtleBeach,27097,50.8,49.2,35.2,19.5,68.7,13.1,15.4,1.5,36963,60454,30088,32357,2.29,2.91,5.2,33.8,7.1,17.8,9.1,52.3,75.3,red
SC,Newberry,10304,46.2,53.8,33.4,17.6,46.5,43.1,9.6,1,28717,42515,27500,31678,2.33,2.87,11.8,25.1,6,15.4,10.5,52.3,75.3,red
SC,NorthAugusta,20892,46.4,53.6,38.9,17.9,74.2,19.3,4.2,0.6,48186,64411,38538,47672,2.3,2.98,2.8,26.3,8.9,20.4,12.4,52.3,75.3,red
SC,NorthCharleston,96221,50.2,49.8,30.7,10.4,38.9,47.2,11.1,2,39182,50138,28199,35118,2.58,3.23,6.6,32.2,9.2,12.1,4.9,52.3,75.3,red
SC,NorthMyrtleBeach,13670,48.2,51.8,56.4,37.4,90.5,2.9,5.7,0.6,47205,71386,35602,41040,1.94,2.42,1.9,27.8,10.2,17.6,12.5,52.3,75.3,red
SC,Orangeburg,13930,48.1,51.9,29,17,19.4,78.4,2,1.2,29231,40832,31221,35329,2.19,2.9,6.6,30.7,6.3,11.9,14.5,52.3,75.3,red
SC,RockHill,64977,46.3,53.7,30.7,12.7,52.8,39.9,5,1.7,42629,57264,31599,41647,2.47,3.09,4,27.6,9.2,18.9,9.2,52.3,75.3,red
SC,Simpsonville,17938,50.9,49.1,37.9,12.9,67.2,18.1,12.1,2.2,53070,66158,35201,44195,2.48,3.01,3.1,31,10.1,19.3,7.5,52.3,75.3,red
SC,Spartanburg,37409,42.9,57.1,36.5,17.8,45.6,49.4,2.3,2.3,33375,50540,32191,40941,2.32,3.05,5.9,25.4,9.6,16.4,11.9,52.3,75.3,red
SC,Sumter,40388,46.3,53.7,32.8,16.8,43.2,50,4.3,1.9,37409,53744,29289,38669,2.47,3.15,5.5,27.5,8.1,16.3,9.5,52.3,75.3,red
SC,WestColumbia,14937,51.5,48.5,36.7,20.7,63.1,16.2,17.1,3.4,46331,57883,33330,32896,2.2,2.81,5.2,29.4,6.4,18.5,13.8,52.3,75.3,red
